taxYear,stateAbbrev,postcode,nIndividuals,nIndividualsWithTaxableIncomeOrLoss,taxableIncomeOrLossDollars,nIndividualsWithTaxOnTaxableIncome,taxOnTaxableIncomeDollars,nIndividualsWithNetTax,netTaxDollars,nIndividualsWithHelpDebt,helpDebtDollars,nIndividualsWithSalaryOrWages,salaryOrWagesDollars,nIndividualsWithTaxWithheldFromSalaryOrWages,taxWithheldFromSalaryOrWagesDollars,nIndividualsWithAustralianGovernmentAllowancesAndPayments,australianGovernmentAllowancesAndPaymentsDollars,nIndividualsWithAustralianGovernmentPensionsAndAllowances,australianGovernmentPensionsAndAllowancesDollars,nindividualsWithSuperIncomeTaxed,superIncomeTaxedDollars,nIndividualsWithSuperIncomeUntaxed,superIncomeUntaxedDollars,nIndividualsWithTotalIncomeOrLoss3,totalIncomeOrLoss3Dollars,nIndividualsWithWorkRelatedSelfEducationExpenses,workRelatedSelfEducationExpensesDollars,nIndividualsWithGiftsOrDonations,giftsOrDonationsDollars,nIndividualsWithTotalDeductions3,totalDeductions3Dollars,nIndividualsWithEmployerSuperannuationContributions,employerSuperannuationContributionsDollars,nIndividualsWithGrossRent,grossRentDollars,nIndividualsWithNetRentProfit,netRentProfitDollars,nIndividualsWithNetRentLoss,netRentLossDollars,nIndividualsWithLowAndMiddleIncomeTaxOffset,lowAndMiddleIncomeTaxOffsetDollars,nIndividualsWithPrivateHealthInsurance,nIndividualsWithPrivateHealthInsuranceAustGovRebateReceived,privateHealthInsuranceAustGovRebateReceivedDollars
2018/2019,NSW,2479,3551,3508,220535990,2843,53500717,2460,53900887,161,649816,2192,118998542,2083,29811574,231,1593099,153,1902125,29,502051,40,1351295,3528,233300447,77,180803,736,1919841,2349,11428257,262,1889512,795,21647903,529,7097521,264,-2484590,2251,1534329,2141,1839,1189985
2018/2019,NSW,2480,25488,25196,1201341588,20312,224963949,18018,222096635,1356,4587335,19213,945193172,18601,214884427,2797,18713709,1826,21610982,150,2385330,271,7814461,25309,1254801171,800,1260323,6812,2482043,18470,49954645,2052,14372805,3574,67094378,2178,19775745,1419,-8255485,17615,12821872,13637,11830,6658489
2018/2019,NSW,2481,9410,9288,585699413,7599,148756206,6634,149645127,361,1332985,6286,281043481,5996,64793224,743,4843285,350,4261115,45,1250041,66,2233013,9315,613349005,262,684853,1606,1706279,6151,25980942,465,3691661,1871,64077178,1330,22714848,543,-5103118,5986,3893070,4315,3685,2226986
2018/2019,NSW,2482,4304,4248,183684902,3209,33670620,2693,32305487,148,507067,2543,104843526,2413,23206552,600,4187728,301,3913629,23,342984,37,1048673,4269,192119098,100,184780,826,574812,2590,7989934,186,1217957,807,20204453,608,7729164,207,-1200027,2652,1701059,1830,1609,887688
2018/2019,NSW,2483,6893,6815,315245603,5437,58139164,4712,56846171,305,1064337,4545,208103697,4348,46774565,763,5137922,450,5329593,35,818392,72,2260240,6836,331284801,186,346004,1554,770519,4567,14542724,397,2652369,1171,24792485,829,8260116,356,-2055021,4629,3146824,3142,2799,1536680
2018/2019,NSW,2484,10743,10612,483617189,8366,88257333,7238,85924765,361,1188636,7379,354480481,7108,79244622,1142,8078532,781,9624477,81,1037063,130,4026364,10661,508693939,241,445864,2767,1460769,7351,23136223,840,5167678,1551,30432607,956,9268254,606,-3365337,7147,5006488,5229,4607,2645926
2018/2019,NSW,2485,7744,7669,377984601,6213,72799837,5444,70939749,268,956286,5508,269832101,5333,60744275,739,4828393,705,8428779,58,705927,185,5390608,7683,394429654,236,328424,1755,682284,5585,16143445,654,4296099,1031,23350948,602,6434229,434,-2979980,5305,3778555,3719,3305,2167137
2018/2019,NSW,2486,17400,17267,853125048,14027,162075838,12381,159319835,669,2332163,12721,659963578,12330,151505554,1402,8573956,1423,16971666,157,2644059,393,12223326,17280,890474609,524,901879,4157,1210148,12703,35722288,1529,9247463,2144,41257311,1144,10291183,1020,-6220092,12084,8773796,9227,8115,5145357
2018/2019,NSW,2487,8538,8444,539843948,6923,126150350,6248,127228692,407,1660548,6007,363841406,5780,94372551,581,3628474,456,5753987,74,1740050,127,4212400,8473,566274999,246,460695,2064,1059574,6244,25094290,904,6436126,1591,34831959,836,8067362,775,-5540492,5612,4052244,5551,4799,3148637
2018/2019,NSW,2488,2081,2063,104858486,1703,20341510,1558,20176388,88,314484,1608,85756076,1578,20255004,192,1098322,101,1150016,15,306632,20,617536,2066,110059045,71,93882,525,130886,1532,5048799,197,1210067,314,5534118,180,1268891,138,-920359,1491,1056568,1129,983,540337
2018/2019,NSW,2489,4174,4132,215186099,3312,43274903,2944,42223888,201,691628,2991,163895968,2892,39021803,302,1955272,278,3200177,31,553812,58,2135458,4142,224663940,131,187270,1001,351885,3009,9261728,344,1945810,597,9852507,329,2467823,272,-1708011,2812,2028837,2443,2196,1268403
2018/2019,NSW,2490,377,371,18008985,304,3392506,273,3257635,13,55071,277,13888589,264,3106200,22,168596,22,252323,2,43706,2,58918,372,18999479,6,4948,87,32551,264,938860,35,273918,56,1010483,29,234059,27,-174565,269,179385,218,185,118493
2018/2019,NSW,2500,23826,23627,1408335524,19157,309361239,17380,315174142,1922,7667749,19131,1143031647,18496,295678354,2387,15910087,883,10644935,154,2267907,192,5458904,23641,1464970706,1136,2385404,7453,3770191,17255,56117411,2473,18175509,3438,84796034,1856,21135403,1604,-14016750,15706,11436741,13628,10994,7143542
2018/2019,NSW,2502,5425,5382,267305666,4476,49558021,3978,49469518,267,923024,4389,232466080,4295,53573668,636,4231225,388,5065459,26,503023,18,363787,5384,278205791,239,360294,1607,560737,4090,10823844,436,2652200,610,11419189,348,2913753,277,-2075697,3892,2853364,2085,1832,1042198
2018/2019,NSW,2505,2654,2649,148663291,2237,29995410,2044,30418500,166,637523,2195,129774299,2147,32250583,250,1694669,151,1943023,15,160940,12,264909,2648,155249473,127,230525,877,342772,2129,6419083,302,1820675,400,8351260,204,2122976,201,-1463375,1922,1421810,1350,1184,711552
2018/2019,NSW,2506,3697,3671,195297895,3112,37975481,2837,38105999,172,609025,3112,174726787,3054,41447560,375,2427632,224,2824047,23,256775,19,539633,3668,203632485,172,223337,1268,506564,2890,8253591,350,2267531,377,7059654,177,1270109,206,-1446490,2721,2002501,1622,1412,774273
2018/2019,NSW,2508,5764,5726,408981400,4966,97340730,4644,100024696,337,1226024,4804,346238457,4684,92942896,161,845307,179,2084482,42,1139873,59,2071339,5734,425206014,222,452959,1946,928448,4558,15761703,754,5208433,961,20160655,383,3856223,588,-4787519,4068,2993038,4170,3517,2223845
2018/2019,NSW,2515,7300,7258,574919753,6096,148996182,5617,152628619,492,1928564,5603,428890666,5414,122434359,255,1577919,276,3231518,70,1463369,117,4441580,7267,600122287,301,627836,2599,1541801,5609,24292962,1084,8960331,1502,35852260,809,8625141,701,-6660727,4582,3395142,5296,4432,2950450
2018/2019,NSW,2516,4056,4035,299148654,3436,73423906,3205,75307702,266,994368,3342,241467352,3250,66563648,169,1052847,120,1366410,31,530813,39,1087745,4039,312222860,196,420676,1577,800791,3240,12943003,561,4317559,746,16044766,331,3222502,420,-3694434,2710,1997562,2945,2460,1514961
2018/2019,NSW,2517,7796,7758,503316136,6498,113845353,5954,116954060,439,1518747,6300,433204804,6159,114670095,393,2371846,400,4878365,66,936002,76,1882329,7766,524455065,361,677992,3024,1057869,6152,20914773,1049,7358016,1093,21768047,455,3722729,651,-5086446,5224,3828727,5359,4526,2874834
2018/2019,NSW,2518,10702,10639,628284176,8916,133371059,8108,135473305,684,2446000,8606,532974107,8410,134685652,828,5302301,626,7744679,88,1989006,106,2434824,10638,654661987,468,790323,3856,1336088,8269,26209765,1218,8015738,1498,33604239,752,8535714,763,-6246525,7529,5649729,6369,5461,3385643
2018/2019,NSW,2519,9674,9601,599593729,7892,135044772,7178,137494195,588,2349733,7556,479421346,7355,125117647,637,3965862,479,5780735,62,1017638,85,2443667,9609,624994796,414,700455,3388,1670083,7303,25004582,1122,8236994,1482,40091456,849,10844588,648,-5056818,6432,4676485,6159,5152,3446062
2018/2019,NSW,2520,173,173,10621981,134,2475957,121,2530866,5,21871,106,7782277,103,2035792,6,50878,13,161420,0,0,3,188398,173,11159515,5,12355,47,15307,128,532092,21,162322,26,683797,18,271932,8,-63541,106,77247,92,81,64911
2018/2019,NSW,2525,7142,7104,452200497,5916,101130937,5414,103546419,425,1628851,5687,382474766,5534,99948344,356,2175664,320,3838554,49,719130,55,1791677,7108,471992693,330,787953,2601,1104617,5548,19336185,903,6257161,1115,24905004,588,5778563,552,-3841304,4799,3546860,4866,4129,2770864
2018/2019,NSW,2526,9179,9126,573277969,7662,126967379,7074,129508759,541,2043813,7552,485235723,7351,124665234,486,3110705,390,4955922,69,1402713,55,1503356,9136,597191704,434,711017,3405,1359229,7216,23551652,1167,8516376,1365,29223742,704,6620756,685,-5252731,6418,4800457,5942,5021,3238922
2018/2019,NSW,2527,13253,13180,748872887,11284,151141239,10463,152999710,616,2066729,11478,687539553,11242,167426994,789,4607980,618,7223574,91,1660399,94,2548402,13190,781922364,599,974572,4767,1410700,10810,32435130,1222,7392746,1219,21067980,461,3537493,774,-5115728,9917,7387501,7312,6210,3495180
2018/2019,NSW,2528,11575,11499,606925519,9721,117611576,8756,117680881,445,1521529,9573,534554855,9371,126761237,1107,7064999,772,9540641,98,1409037,89,2486387,11512,634773928,461,770879,3913,1028871,9157,27455764,1032,6472620,1218,24567920,619,6248816,612,-4495619,8428,6206953,5256,4627,2619557
2018/2019,NSW,2529,16006,15920,962320893,13394,206942819,12295,210125333,771,2771215,13243,831841816,12929,210236449,867,4921456,712,8436529,136,2691862,146,4630599,15925,1004576110,708,1346271,5704,1746477,12832,41980049,1831,12061557,2374,51015121,1054,10440602,1360,-10838717,11237,8270038,9664,8283,5022896
2018/2019,NSW,2530,18724,18612,1062524470,15717,217722659,14472,220699566,882,3105355,15752,949171517,15462,232048889,1170,6927742,1065,13444862,128,2119229,130,3085793,18629,1107238604,766,1251379,6914,2085616,14932,43920710,1967,11761676,1872,35034534,792,6254528,1108,-7209344,13645,10188537,10201,8794,5244332
2018/2019,NSW,2533,9998,9922,615725680,7957,140790974,7102,142291445,456,1773026,7065,450367714,6839,117533777,390,2388441,595,6741647,115,2840707,202,6689196,9941,645439781,362,718826,3476,3410120,7503,28798444,1192,9282379,1751,37258315,973,10067393,805,-6723903,6339,4608177,6953,5926,4154961
2018/2019,NSW,2534,3459,3436,218100821,2733,51044282,2439,51616945,191,778200,2458,153331855,2348,40125024,129,718187,178,1995266,43,1186261,64,2090633,3443,227809996,128,222895,1106,570223,2549,9612539,374,2913275,649,13854989,354,4130883,300,-2480381,2174,1584475,2408,2058,1398978
2018/2019,NSW,2535,4253,4220,252492848,3320,58358108,2923,58632539,147,555977,2739,161028042,2621,41070075,161,985633,300,3664898,50,870228,136,4893508,4232,264442439,110,168912,1324,1078686,3078,11348442,382,3243818,790,19303380,480,5674813,321,-2636905,2669,1895068,2979,2576,1813394
2018/2019,NSW,2536,9928,9846,470456845,7786,90733366,6761,87443591,251,834988,6702,307535966,6481,68226439,914,6071987,1043,11653763,145,2300282,654,22590723,9872,490713419,253,358061,3232,1115312,7218,19799831,623,4401196,1254,22505173,766,6270140,499,-3441129,6640,4669814,4786,4118,2344175
2018/2019,NSW,2537,6908,6860,329367208,5373,63357075,4697,60568334,207,719632,4553,217690579,4407,49575229,535,3410620,604,6319386,144,2185511,561,20990357,6872,343635364,218,437238,2028,718733,4884,12976035,532,3372538,983,16808599,620,5138427,369,-2042380,4612,3286984,3699,3166,1749562
2018/2019,NSW,2538,1433,1417,75284016,1094,16272826,940,15764129,50,170964,889,43808922,851,10406206,91,563750,108,1180793,15,464442,43,1660815,1429,79254135,43,72344,326,199163,989,3808767,100,882876,241,4595888,147,1424127,93,-613420,899,630441,855,734,475622
2018/2019,NSW,2539,10188,10096,450072912,7838,81411416,6706,78190345,282,990962,6803,309192585,6540,68077523,847,5574555,861,10107498,143,2590260,412,14289366,10108,471676408,324,508175,2250,931990,7060,20814472,686,4654216,1458,27040543,904,8698912,564,-3546595,6659,4568074,5161,4557,2750830
2018/2019,NSW,2540,23393,23177,1156372467,18607,223214038,16447,219106497,854,2898206,17003,880757716,16454,203851177,1759,11153664,1855,21890498,287,3913177,840,27872894,23230,1208505242,880,1480634,7400,2497703,17306,49919612,1780,12112271,3365,68795637,1979,19901172,1415,-8979011,15978,11556667,12077,10415,6274064
2018/2019,NSW,2541,13723,13611,690805106,11276,131983558,10062,129863674,588,2007567,10881,562953396,10642,128614817,1316,8524738,1084,12333668,125,1448519,487,16112475,13630,719220356,521,979784,4283,1436124,10396,27888543,1020,6268584,1505,28129724,777,6787078,736,-4647705,9786,7228949,6387,5460,3090943
2018/2019,NSW,2545,633,631,28972343,497,5365177,426,5095692,19,55727,425,19684359,411,4351593,56,272436,61,618814,8,99191,46,1830740,631,30482927,18,32547,149,74625,428,1275650,35,286683,77,1168368,50,455704,27,-162544,422,300081,333,284,154748
2018/2019,NSW,2546,5038,5003,219589678,3759,41372631,3098,38995174,102,339048,2921,126747379,2806,27896631,453,3053797,579,6372389,91,1371195,344,12132366,5013,229151415,146,229224,1233,685153,3374,8990197,331,2434523,729,13288151,477,3988458,259,-1277367,3122,2089321,2903,2523,1378286
2018/2019,NSW,2548,4866,4830,238709750,3866,46387403,3296,44828143,167,579408,3061,151033089,2946,34653839,289,1937238,537,5964906,78,1437979,317,11189152,4841,248618407,111,223040,993,479740,3446,9639176,389,3058198,751,14142551,450,4060368,302,-1606229,3199,2330251,3077,2721,1603499
2018/2019,NSW,2549,2338,2323,110787241,1861,20487237,1649,19990494,77,294059,1669,78309997,1609,17571270,178,1082880,188,2259204,21,277779,65,2376530,2326,115710613,76,128193,403,601478,1707,4841291,179,1350056,320,5272345,200,1825587,125,-569421,1586,1122914,1347,1166,557715
2018/2019,NSW,2550,9602,9493,443671594,7509,83531749,6547,81761863,336,1154700,6842,329814180,6596,74461442,774,5165424,728,8442826,127,1873615,356,11875094,9540,462774930,267,433579,1838,1465507,6576,17450341,716,5188968,1388,23429783,862,7029785,526,-2425686,6409,4665822,5284,4611,2139507
2018/2019,NSW,2551,1955,1931,87507018,1521,15550078,1331,14991647,30,87033,1403,64721789,1356,14300347,191,1329441,189,2048940,24,226599,61,2036334,1937,90734566,54,92483,326,100748,1340,3145031,145,964046,204,4046023,136,1213300,70,-365317,1300,933600,1108,946,429169
2018/2019,NSW,2555,95,95,5213588,84,1061494,72,1065887,5,17664,70,4198421,69,999906,10,94067,5,48303,0,0,0,0,95,5372961,1,710,25,8702,66,159373,4,3968,22,622293,14,161582,8,-112699,68,45224,34,31,17157
2018/2019,NSW,2556,1432,1419,99184642,1187,26661037,1083,27538478,58,195731,1094,62253585,1040,14869547,48,261265,44,555645,7,34413,5,287271,1420,103067826,38,63528,324,476501,1020,3727663,86,746605,340,10171280,190,2934104,155,-1721754,987,731836,813,671,455065
2018/2019,NSW,2557,8593,8525,537601912,7571,114448712,7118,117179617,691,2711795,7441,489448120,7269,123271079,354,2117067,237,2619408,34,306114,37,1115263,8527,560392945,347,617105,2646,1296884,6953,22583864,573,2825412,1312,30507557,471,5523651,866,-7918893,6631,5206653,4546,4024,2300474
2018/2019,NSW,2558,6502,6442,358550898,5591,70027150,5192,70469506,371,1218283,5790,337951563,5668,80353909,397,2280231,271,3265935,32,371173,47,1264730,6445,372662519,238,339157,2170,851410,5232,14073573,487,3014956,712,11568543,177,1096620,546,-4353478,5048,4028303,2761,2381,1342039
2018/2019,NSW,2559,1231,1206,55060199,992,9434820,881,9327910,42,108264,1062,50415242,1039,11147372,190,1512420,75,1041739,1,8692,4,111395,1207,57284658,40,65097,346,219239,882,2215087,41,159434,53,1176103,20,223835,34,-203233,883,625284,196,167,80878
2018/2019,NSW,2560,43464,43014,2370193466,36700,466485315,33873,469559544,2549,8959386,37625,2186192622,36836,524467505,3045,18992452,2310,27648685,220,3251746,353,9834974,43036,2464199519,1613,2885316,13948,6191228,33823,93021763,3297,18100723,4517,88377246,1544,12394920,3044,-25867796,32653,25566459,17649,15348,9028949
2018/2019,NSW,2563,161,160,9288903,134,2009783,123,2050938,5,12396,122,6544621,121,1492621,15,60942,8,110931,0,0,1,41299,160,9637843,8,34420,44,16166,105,348940,11,125542,17,316293,7,90722,10,-61261,115,87435,71,63,37549
2018/2019,NSW,2564,7135,7043,348053783,5864,63478422,5344,63628938,371,1291323,6145,327349626,6006,74949342,642,3860390,330,4194603,27,391401,52,1502742,7042,360299657,261,466926,2149,1137700,5308,12146402,463,2311197,752,14609908,240,1838146,526,-4525335,5299,4077798,2088,1799,938375
2018/2019,NSW,2565,15094,14941,882163914,12732,185753934,11843,188892477,978,3768906,12893,782627695,12544,191102110,838,4956217,496,5910929,68,1074461,92,2929972,14947,914734029,622,1322536,4556,2445307,11638,32397956,1107,6732570,2219,49457422,794,7605875,1457,-13396135,11222,8748691,6520,5651,3184037
2018/2019,NSW,2566,15500,15340,822706447,13106,158496882,12101,159613181,805,2676050,13503,765379236,13215,179812675,1057,6777630,605,7475204,58,865737,103,2777649,15348,854516653,545,1081665,4983,2132969,12025,30926736,1164,6747984,1809,32193305,549,4040876,1288,-10784987,11773,9242432,5794,5003,2807065
2018/2019,NSW,2567,24322,24145,1561379727,21086,341005151,19858,349586674,1333,4625103,21603,1443195291,21124,367408760,920,5237749,746,8820935,134,2781434,128,4516128,24159,1631354816,948,1578827,8242,3088275,19900,69374851,2162,13151572,3489,69856669,925,7977723,2637,-24364436,18194,13952322,14153,11973,7285289
2018/2019,NSW,2568,687,683,42125327,532,9648014,473,9928195,28,126183,485,31973579,464,8148942,15,90095,47,443268,4,29911,14,353594,684,44122122,18,37414,208,190834,500,1902278,65,474654,118,2745284,62,500748,59,-688519,417,300110,495,401,293532
2018/2019,NSW,2569,842,837,50694961,724,10747217,653,10913934,28,101427,705,44452527,679,11177352,32,127751,31,410505,11,343207,6,241597,838,52633709,28,50531,290,97922,652,1938223,102,691069,145,3082261,67,716292,78,-660890,597,447626,523,428,281492
2018/2019,NSW,2570,31667,31447,2093982355,27230,473790357,25476,486054106,1917,6919863,26997,1813209028,26389,465228278,991,5770589,1162,13058837,169,3650297,204,5557222,31478,2183583177,1267,2246602,10131,4298990,25363,86971990,2679,16807255,4490,89793745,1550,16162468,3012,-26423209,23291,18061921,18820,16047,9926587
2018/2019,NSW,2571,7655,7604,507492437,6585,114456286,6128,117330703,359,1332212,6427,439973657,6260,113646481,239,1398544,253,3021713,44,1024517,62,1600057,7613,529107734,309,510618,2531,767423,6136,20792362,759,5267744,1168,22794573,421,3971238,760,-6363133,5467,4135008,4884,4177,2556346
2018/2019,NSW,2572,2514,2499,153331995,2110,33326413,1951,33589845,109,384578,2037,131503222,1996,33637358,123,715290,115,1134713,25,456035,21,729361,2503,159745647,103,203060,829,293969,1929,6346943,222,1482500,337,6768358,149,1370267,190,-1721257,1776,1348478,1396,1170,711905
2018/2019,NSW,2573,2916,2896,162003618,2523,32029802,2322,32434414,145,487259,2516,148974742,2468,35695272,174,1176351,154,1833518,7,145908,15,345788,2898,168485620,97,142331,889,234987,2309,6408092,210,1185626,284,5524850,103,968332,193,-1325399,2220,1683392,1417,1229,747750
2018/2019,NSW,2574,3386,3359,195390019,2879,40442032,2638,41076880,123,412309,2822,172191694,2749,42024023,156,874392,184,2287927,22,371217,33,987237,3368,203416664,130,202981,1059,315722,2722,7760426,278,1742042,468,8583339,202,1676877,272,-2178024,2480,1861134,1826,1560,927013
2018/2019,NSW,2575,9946,9846,612022346,8212,139889672,7410,141892825,372,1341175,7629,456406307,7391,113579595,417,2568915,578,6999697,68,960134,140,4386652,9867,638188687,402,659874,2739,2456324,7459,25051288,788,5368650,1284,31921671,673,8168526,632,-5371869,6895,5112996,5792,4954,3185259
2018/2019,NSW,2576,8499,8409,622441644,6653,164476538,5835,167353269,304,1217141,5101,355492522,4840,99396053,260,1521837,631,7215277,69,1945925,236,8796249,8448,653418634,214,403915,2416,4556615,6068,27694494,711,6278906,1421,38996562,851,11707410,579,-5734132,4878,3487320,6453,5481,4481073
2018/2019,NSW,2577,9379,9266,566961678,7502,133141626,6680,134066842,315,1145909,6658,396299307,6398,100144466,417,2539221,614,7405329,64,1687997,152,5118623,9307,594785545,293,510457,2440,4494869,6730,25953319,717,5233931,1499,31924807,849,9421732,653,-5488375,6141,4439557,5908,5086,3415485
2018/2019,NSW,2578,1548,1533,81636695,1146,17785204,974,17651909,39,114951,885,51555236,839,13091208,63,357977,160,2069807,19,349589,55,1940398,1543,85575229,32,72787,416,610200,1082,3651466,120,1012983,236,5405180,146,1907860,92,-578326,911,624155,1010,884,654467
2018/2019,NSW,2579,2479,2441,144478318,1987,32465768,1757,32676443,72,258521,1742,107257370,1680,26777471,122,823634,140,1831167,20,416323,37,1282831,2453,151318282,78,142686,652,665634,1770,6307712,166,1070730,324,6453249,191,2108105,140,-998009,1616,1158198,1531,1324,867514
2018/2019,NSW,2580,16640,16504,911344213,13836,185537321,12607,186137531,688,2424210,13453,775363281,13119,186136424,1098,7106386,952,11304009,178,3085651,283,8970403,16549,949290534,706,1311505,5235,1892483,12896,35828708,1511,9399447,1979,36049969,1025,8991527,972,-6243720,11936,8990969,8930,7551,4135438
2018/2019,NSW,2581,1380,1351,81957883,1142,18040876,1057,18070462,66,246697,1046,67523160,998,17631842,41,258560,65,767912,28,234486,79,2492703,1367,85946953,53,82205,387,193946,987,3287301,120,879976,206,3379212,93,715383,115,-780494,971,740354,919,795,451302
2018/2019,NSW,2582,8119,8034,536192330,6822,123447622,6304,124433090,363,1324464,6280,431362845,6106,113856597,313,1976998,415,4639066,189,2011449,622,23761742,8079,557872611,271,507000,2655,1456929,6029,19437460,807,5586907,1257,24740641,577,4826226,686,-5046356,5594,4262718,5711,4760,2815851
